Number	Name	Desig	Family	CS	Class	DiamS	DiamF	Diam	HS	HBand	H	GS	G	AlbS	AlbF	Albedo	PF	Period	PerDesc	AmpF	AmpMin	AmpMax	U	Pole	BIN	Notes
227766	2006 TT87	2006 TT87	FLOR	A	S	C		0.898	M		17.4	M	0.15	A		0.24		6.02				0.23	2	0		
227811	2007 BW43	2007 BW43	FLOR	A	S	C		0.621	M		18.2	M	0.15	A		0.24		7.29				0.72	2	0		
227837	2007 CX56	2007 CX56	MB-I	A	S	C		1.06	T		17.24	G	1.000	A		0.20		5.726			0.68	0.70	2	0		
227839	2007 CC73	2007 CC73	FLOR	A	S	C		0.556	T		18.44	L	0.15	A		0.24		2.41				0.56	2	0		
227955	2007 GQ67	2007 GQ67	MB-O	A	C	C		4.38	T		15.52	L	0.15	A		0.057		5.13				0.78	2+	0		
227961	2007 HO10	2007 HO10	EUN	A	S	C		1.01	T		17.29	G	0.725	A		0.21		7.467			0.73	0.76	2	0		
227991	2007 JJ10	2007 JJ10	EUN	A	S	C		2.20	T		15.6	G	0.200	A		0.21		20.305				0.33	2	0		
228006	2007 RL6	2007 RL6	TR-J	A	C	C		13.98	M		13	M	0.15	A		0.057		9.90				0.21	2-	0		
228187	2009 TQ35	2009 TQ35	MB-O	A	C	C		3.31	T		16.13	L	0.15	A		0.057		2.93				0.27	2	0		
228188	2009 UA21	2009 UA21	MB-M	A	S	C		1.83	T		16.81	G	0.205	A		0.10		4.839				0.77	2	0		
228328	2000 RO19	2000 RO19	MB-M	A	S	C		2.28	T		16.33	G	0.550	A		0.10		125.577				0.76	2	0		
228330	2000 RQ34	2000 RQ34	MB-M	A	S	C		2.21	T		16.4	G	0.115	A		0.10		6.937				0.48	2	0		
228332	2000 RL99	2000 RL99	MB-M	A	S	C		2.30	T		16.31	G	0.130	A		0.10		17.430				0.11	2	0		
228334	2000 SK28	2000 SK28	EUN	A	S	C		1.54	T		16.38	G	0.205	A		0.21		9.235				0.82	2	0		
228381	2000 WM133	2000 WM133	EUN	A	S	C		1.57	T		16.33	G	0.145	A		0.21		16.161				0.47	2	0		
228460	2001 RH1	2001 RH1	MB-I	A	S	C		1.08	M		17.2	M	0.15	A		0.20		5.26				0.26	2	0		
228533	2001 VR19	2001 VR19	MB-I	A	S	C		1.37	T		16.69	G	0.100	A		0.20		21.502				0.59	2	0		
228576	2001 YR72	2001 YR72	MB-I	A	S	C		2.01	T		15.85	G	0.420	A		0.20		2.516				0.14	2	0		
228582	2001 YJ112	2001 YJ112	MB-I	A	S	C		1.47	T		16.53	G	0.775	A		0.20		5.393				0.46	2	0		
228587	2002 AP7	2002 AP7	NEA	A	S	C		0.374	M		19.5	M	0.15	A		0.20		7.45				0.12	2-	0		
228618	2002 CC49	2002 CC49	MB-I	A	S	C		0.977	T		17.42	G	0.480	A		0.20		11.826				0.50	2	0		
228653	2002 EZ129	2002 EZ129	MB-O	A	C	C		4.03	M		15.7	M	0.15	A		0.057		8.29				0.23	2	0		
228729	2002 TH121	2002 TH121	FLOR	A	S	C		1.36	M		16.5	M	0.15	A		0.24		9.247			0.55	0.59	2	0		
228747	2002 VH3	2002 VH3	FLOR	A	S	D		1.00	T		17.16	L	0.34	A		0.24		7.961				0.20	3-	0		
228821	2003 BV57	2003 BV57	MB-I	A	S	C		0.893	T		17.61	G	0.325	A		0.20		8.180			0.81	0.90	2	0		
228830	2003 DP	2003 DP	MB-I	A	S	C		1.09	T		17.18	G	0.000	A		0.20		4.294			0.51	0.64	2	0		
228833	2003 DV3	2003 DV3	MB-I	A	S	M		1.03	M		17.3	M	0.15	A		0.20		1.80				0.20	2	0		
228871	2003 HQ31	2003 HQ31	MB-I	A	S	C		1.88	M		16.0	M	0.15	A		0.20		11.152				0.67	2	0		
228894	2003 RD11	2003 RD11	MB-O	A	C	C		4.65	T		15.39	G	0.030	A		0.057		5.092				0.59	2	0		
229020	2003 YU68	2003 YU68	FLOR	A	S	C		1.03	M		17.1	M	0.15	A		0.24		37.89				0.95	3	0		
229062	2004 GB24	2004 GB24	FLOR	A	S	C		0.898	T		17.4	L	0.15	A		0.24		2.46				0.52	2	0		
229126	2004 RP176	2004 RP176	MB-O	A	C	C		4.04	T		15.7	G	0.275	A		0.057		6.794				0.60	2	0		
229130	2004 RR191	2004 RR191	MB-O	A	C	C		4.06	T		15.69	G	1.000	A		0.057		4.317				0.60	2	0		
229195	2004 TV285	2004 TV285	MB-O	A	C	C		2.89	T		16.42	G	1.000	A		0.057		10.243				0.20	2	0		
229216	2004 VK72	2004 VK72	MB-O	A	C	C		3.46	T		16.03	G	1.000	A		0.057		3.877				0.42	2	0		
229223	2004 XB5	2004 XB5	MB-O	A	C	C		4.26	T		15.58	G	1.000	A		0.057		16.170				0.45	2	0		
229401	2005 SU152	2005 SU152	MB-M	A	S	C		2.11	M		16.5	M	0.15	A		0.10		28.				0.76	2	0		
229468	2005 UE253	2005 UE253	MB-I	A	S	C		0.830	T		17.77	L	0.15	A		0.20		4.97				0.76	2	0		
229495	2005 UG508	2005 UG508	MB-O	A	C	C		3.14	T		16.24	G	0.260	A		0.057		5.348				0.58	2	0		
229567	2006 AR33	2006 AR33	MB-M	A	S	C		2.11	T		16.49	G	0.000	A		0.10		192.207				0.63	2	0		
229702	2007 EO48	2007 EO48	KOR	A	S	C		1.45	T		16.36	G	0.505	A		0.24		9.331				0.55	2	0		
229810	2008 SE164	2008 SE164	THM	A	C	C		2.41	T		16.45	L	0.15	A		0.08		4.27				0.46	2-	0		
229917	1995 CQ7	1995 CQ7	NYSA	A	S	C		1.21	M		16.9	M	0.15	A		0.21		6.27				0.81	2	0		
230047	2000 SJ40	2000 SJ40	MB-M	A	S	C		1.73	T		16.93	G	1.000	A		0.10		3.940				0.47	2	0		
230067	2000 TG72	2000 TG72	MB-I	A	S	C		1.11	T		17.14	L	0.15	A		0.20		9.32				0.44	2	0		
230111	2001 BE10	2001 BE10	NEA	A	S	C		0.367	L		19.54	L	0.24	A		0.20		4.194			0.23	0.32	3	0		
230121	2001 DR83	2001 DR83	MB-O	A	C	C		3.20	M		16.2	M	0.15	A		0.057		4.50				0.70	2	0		
230151	Vachier	2001 QZ72	MB-I	A	S	C		1.71	M		16.2	M	0.15	A		0.20		9.082				0.69	2	0		
230162	2001 QE244	2001 QE244	V	A	S	C		1.18	T		17.0	L	0.15	A		0.20		5.78				0.47	2	0		
230194	2001 SH135	2001 SH135	MB-I	A	S	C		0.984	M		17.4	M	0.15	A		0.20		7.45				0.36	2	0		
230204	2001 ST265	2001 ST265	MB-I	A	S	C		1.03	M		17.3	M	0.15	A		0.20		4.6			0.59	0.70	2	0		
230213	2001 TP31	2001 TP31	MB-I	A	S	C		1.71	M		16.2	M	0.15	A		0.20		11.466			0.23	0.28	2	0		
230224	2001 TS160	2001 TS160	MB-I	A	S	C		0.741	T		18.02	G	1.000	A		0.20		4.836			0.38	0.57	2	0		
230290	2001 YQ13	2001 YQ13	MB-I	A	S	C		1.48	T		16.51	G	0.200	A		0.20		110.470				0.84	2	0		
230589	2003 EM12	2003 EM12	MB-I	A	S	C		1.30	M		16.8	M	0.15	A		0.20		12.538				0.38	2	0		
230676	2003 SP292	2003 SP292	MB-O	A	C	C		3.29	T		16.14	G	0.540	A		0.057		7.310				0.75	2	0		
230690	2003 UX16	2003 UX16	MB-O	A	C	C		3.96	T		15.74	G	0.855	A		0.057		4.782				0.33	2	0		
230871	2004 RA199	2004 RA199	MB-O	A	C	C		2.71	T		16.57	G	0.960	A		0.057		13.129				0.65	2	0		
230872	2004 RG199	2004 RG199	MB-O	A	C	C		2.73	T		16.55	G	0.965	A		0.057		535.057				0.66	2	0		
230928	2004 VD54	2004 VD54	MB-O	A	C	C		2.85	T		16.45	L	0.15	A		0.057		8.07				1.09	2	0		
231051	2005 GW60	2005 GW60	MB-O	A	C	C		5.32	M		15.1	M	0.15	A		0.057		9.4				0.60	2	0		
231134	2005 TU45	2005 TU45	NEA	A	S	C		1.13	M		17.1	M	0.15	A		0.20		2.6717			0.40	0.45	2+	0		
231177	2005 UK194	2005 UK194	MB-I	A	S	C		0.984	M		17.4	M	0.15	A		0.20		8.92				0.78	2	0		
231324	2006 DQ3	2006 DQ3	MB-M	A	SC	C		2.31	M		16.3	M	0.15	A		0.10		4.63				0.68	2	0		
231333	2006 DO179	2006 DO179	MB-O	A	C	C		2.56	T		16.68	G	1.000	A		0.057		5.377				0.53	2	0		
231336	2006 DL197	2006 DL197	MB-I	A	S	C		1.24	T		16.89	G	0.200	A		0.20		9.313				0.78	2	0		
231421	2007 EU55	2007 EU55	MB-M	A	S	C		2.62	T		16.02	G	0.250	A		0.10		4.195				0.16	2	0		
231559	2008 TC46	2008 TC46	MB-O	A	C	C		4.03	M		15.7	M	0.15	A		0.057		3.70				0.26	2	0		
231664	2009 YL6	2009 YL6	TR-J	A	C	C		10.20	T		13.69	G	1.000	A		0.057		8.332				0.59	2	0		
231668	1981 EK28	1981 EK28	EUN	A	S	C		1.51	T		16.42	G	0.945	A		0.21		9.897				0.69	2	0		
231717	1999 CK9	1999 CK9	MB-O	A	C	D		2.34	T		15.89	M	0.15	D		0.1417		4.263			0.47	0.55	2	0		
231741	1999 RX141	1999 RX141	MB-M	A	S	C		2.78	M		15.9	M	0.15	A		0.10		5.0				0.55	2	0		
231752	1999 TF173	1999 TF173	MB-O	A	C	C		2.31	T		16.91	G	1.000	A		0.057		8.493				0.61	2	0		
231831	2000 OR10	2000 OR10	MB-M	A	S	C		2.66	T		15.99	G	0.195	A		0.10		13.322				0.16	2	0		
231865	2000 SY318	2000 SY318	MB-I	A	S	C		2.12	T		15.73	G	0.160	A		0.20		3.02				0.34	2	0		
231893	2000 WS73	2000 WS73	EUN	A	S	C		1.58	T		16.32	G	0.900	A		0.21		3.949				0.50	2	0		
231927	2001 DU30	2001 DU30	MB-O	A	C	C		3.85	M		15.8	M	0.15	A		0.057		24.4				0.90	2	0		
231958	2001 PF28	2001 PF28	MB-O	A	C	C		5.83	M		14.9	M	0.15	A		0.057		4.5			0.48	0.65	2	0		
232008	2001 SC140	2001 SC140	MB-O	A	C	C		5.83	M		14.9	M	0.15	A		0.057		39.442				0.65	2	0		
232072	2001 VE19	2001 VE19	NYSA	A	S	C		1.10	M		17.1	M	0.15	A		0.21		10.30				0.31	2	0		
232164	2002 CT299	2002 CT299	MB-M	A	S	C		2.82	T		15.87	G	0.390	A		0.10		67.615				0.84	2	0		
232195	2002 GG2	2002 GG2	MB-I	A	S	C		0.884	T		17.63	G	0.000	A		0.20		45.133				0.87	2	0		
232206	2002 GN107	2002 GN107	EUN	A	S	C		1.45	M		16.5	M	0.15	A		0.21		11.4			0.45	0.80	2	0		
232241	2002 OA7	2002 OA7	MB-O	A	C	C		3.90	T		15.77	G	0.970	A		0.057		14.746				0.34	2	0		
232257	2002 PT135	2002 PT135	MB-O	A	C	C		3.00	T		16.34	G	1.000	A		0.057		4.802				0.59	2	0		
232278	2002 RQ20	2002 RQ20	FLOR	A	S	C		0.692	T		17.97	G	0.000	A		0.24		7.983				0.33	2	0		
232321	2002 TM113	2002 TM113	MB-O	A	C	C		3.29	T		16.15	G	0.780	A		0.057		6.175				0.50	2	0		
232336	2002 TV289	2002 TV289	MB-O	A	C	C		4.85	M		15.3	M	0.15	A		0.057		5.951				0.78	2	0		
232357	2002 XT16	2002 XT16	MB-O	A	C	C		4.44	T		15.49	G	1.000	A		0.057		15.345				0.18	2	0		
232486	2003 NN	2003 NN	MB-I	A	S	C		1.70	T		16.21	L	0.15	A		0.20		3.86				0.62	2	0		
232588	2003 TL51	2003 TL51	MB-O	A	C	C		4.85	M		15.3	M	0.15	A		0.057		4.461				0.31	2	0		
232674	2003 YF45	2003 YF45	MB-O	A	C	C		4.41	T		15.51	G	0.910	A		0.057		8.50			0.53	0.71	2+	0		
232692	2004 AM6	2004 AM6	MB-O	A	C	C		4.08	T		15.67	G	1.000	A		0.057		94.251				0.74	2	0		
232775	2004 PA75	2004 PA75	FLOR	A	S	C		0.890	T		17.42	L	0.15	A		0.24		2.31				0.39	2	0		
232783	2004 QF3	2004 QF3	MB-M	A	S	C		1.63	T		17.06	G	0.385	A		0.10		8.886				0.27	2	0		
232802	2004 RV199	2004 RV199	MB-O	A	C	C		2.98	T		16.36	G	0.310	A		0.057		27.873				0.35	2	0		
232827	2004 SX51	2004 SX51	MB-O	A	C	C		2.85	T		16.45	G	0.890	A		0.057		6.755				0.24	2	0		
232947	2005 EP5	2005 EP5	MB-O	A	C	C		3.46	T		16.03	G	0.710	A		0.057		3.968				0.30	2	0		
233046	2005 GO41	2005 GO41	MB-M	A	SC	C		1.83	M		16.8	M	0.15	A		0.10		8.76				0.44	2	0		
233051	2005 GP77	2005 GP77	MB-O	A	C	C		3.70	T		15.89	G	1.000	A		0.057		6.976				0.61	2	0		
233071	2005 JY70	2005 JY70	MB-O	A	C	C		3.95	T		15.75	G	0.000	A		0.057		10.748				0.35	2	0		
233120	2005 TN24	2005 TN24	MB-I	A	S	C		1.18	M		17	M	0.15	A		0.20		53.547				0.69	2	0		
233123	2005 TB60	2005 TB60	FLOR	A	S	C		0.858	M		17.5	M	0.15	A		0.24		33.0				0.90	2+	0		
233175	2005 VJ78	2005 VJ78	MB-I	A	S	C		1.73	T		16.18	G	1.000	A		0.20		5.253				0.47	2	0		
233214	2005 XT110	2005 XT110	MB-M	A	S	C		1.44	T		17.33	L	0.15	A		0.10		4.19				0.59	2	0		
233229	2005 YD39	2005 YD39	MB-I	A	S	C		1.71	M		16.2	M	0.15	A		0.20		8.671			0.74	0.82	2	0		
233350	2006 DT61	2006 DT61	EUN	A	S	C		1.91	T		15.91	G	0.390	A		0.21		5.324			0.66	0.71	2	0		
233351	2006 DU61	2006 DU61	MB-M	A	S	C		2.87	T		15.83	G	0.450	A		0.10		2.847				0.40	2	0		
233378	2006 DP199	2006 DP199	EUN	A	S	C		1.38	T		16.61	G	0.200	A		0.21		5.549			0.54	0.58	2	0		
233392	2006 FP6	2006 FP6	EUN	A	S	C		1.67	M		16.2	M	0.15	A		0.21		7.22				0.50	2	0		
233401	2006 FF39	2006 FF39	MB-I	A	S	C		1.88	M		16.0	M	0.15	A		0.20		17.				0.55	2	0		
233482	2006 SD147	2006 SD147	MB-O	A	C	C		4.42	M		15.5	M	0.15	A		0.057		8.133				1.00	2	0		
233486	2006 UF1	2006 UF1	MB-O	A	C	C		4.01	T		15.71	L	0.15	A		0.057		12.63				0.50	2	0		
233557	2007 NA5	2007 NA5	MB-O	A	C	C		3.02	T		16.33	L	0.15	A		0.057		5.61				0.48	2	0		
233576	2007 QL	2007 QL	MB-O	A	C	C		3.93	T		15.76	G	0.835	A		0.057		8.703				0.31	2	0		
233760	2008 TT55	2008 TT55	MB-M	A	S	C		1.44	T		17.32	L	0.15	A		0.10		2.79				0.30	2	0		
233852	2008 UC364	2008 UC364	MB-O	A	C	C		3.83	T		15.81	G	0.735	A		0.057		30.590				0.43	2	0		
233874	2008 WL59	2008 WL59	MB-M	A	S	C		1.87	T		16.76	L	0.15	A		0.10		8.14				0.85	2	0		
233904	2009 BA128	2009 BA128	MB-O	A	C	C		4.44	T		15.49	G	0.935	A		0.057		2.83			0.28	0.40	2	0		
233929	2009 UN83	2009 UN83	FLOR	A	S	C		0.627	T		18.18	L	0.15	A		0.24		4.85				0.73	2	0		
233963	2010 AP31	2010 AP31	MB-I	A	S	C		1.04	T		17.28	L	0.15	A		0.20		5.25				0.25	2	0		
234071	1999 RG141	1999 RG141	MB-I	A	S	C		1.88	M		16	M	0.15	A		0.20		5.57				0.89	2	0		
234145	2000 EW70	2000 EW70	NEA	A	S	L		0.344	L		21.3	L	0.15	L		0.045	<	33.					2	0		RT0
234162	2000 HM103	2000 HM103	MB-O	A	C	C		4.22	M		15.6	M	0.15	A		0.057		3.10				0.45	2	0		
234193	2000 QK140	2000 QK140	EUN	A	S	C		1.37	T		16.63	G	1.000	A		0.21		4.182				0.38	2	0		
234254	2000 UE11	2000 UE11	MB-I	A	S	C		1.36	M		16.7	M	0.15	A		0.20		4.924				0.68	2	0		
234287	2000 XM11	2000 XM11	MB-M	A	S	C		2.65	M		16	M	0.15	A		0.10		7.024				0.24	2	0		
234295	2000 YK45	2000 YK45	MB-M	A	S	C		4.01	M		15.1	M	0.15	A		0.10		3.792				0.34	2	0		
234311	2001 AL53	2001 AL53	EUN	A	S	C		1.77	T		16.07	G	0.800	A		0.21		6.192			0.31	0.36	2	0		
234314	2001 BY30	2001 BY30	MB-M	A	S	C		2.08	T		16.53	L	0.15	A		0.10		3.37				0.33	2	0		
234400	2001 QR292	2001 QR292	MB-O	A	C	C		5.18	T		15.16	G	1.000	A		0.057		4.049				0.17	2	0		
234514	2001 TW240	2001 TW240	MB-O	A	C	C		5.03	T		15.22	G	0.735	A		0.057		9.618				0.73	2	0		
234522	2001 US48	2001 US48	FLOR	A	S	C		1.13	M		16.9	M	0.15	A		0.24		5.74				0.94	2	0		
234578	2001 XT177	2001 XT177	NYSA	A	S	C		1.01	M		17.3	M	0.15	A		0.21		4.32				0.24	2	0		
234631	2002 CL11	2002 CL11	MB-I	A	S	C		0.966	T		17.44	L	0.15	A		0.20		6.11				0.42	2	0		
234696	2002 GW129	2002 GW129	MB-I	A	S	C		1.02	T		17.33	L	0.15	A		0.20		5.55				0.58	2	0		
234761	Rainerkracht	2002 OU32	MB-M	A	S	C		2.14	T		16.47	L	0.15	A		0.10		7.44				0.26	2	0		
234795	2002 QR61	2002 QR61	KOR	A	S	C		1.20	T		16.77	L	0.15	A		0.24		9.41				0.82	2	0		
234841	2002 RM174	2002 RM174	MB-O	A	C	C		3.18	T		16.22	G	0.290	A		0.057		9.546				0.68	2	0		
234846	2002 RB187	2002 RB187	MB-O	A	C	C		3.46	T		16.04	G	0.955	A		0.057		20.834				0.64	2	0		
234848	2002 RN193	2002 RN193	MB-O	A	C	C		3.17	T		16.22	G	0.005	A		0.057		5.435				0.57	2	0		
234853	2002 RU220	2002 RU220	MB-O	A	C	C		3.51	M		16.0	M	0.15	A		0.057		5.36				0.31	2	0		
234855	2002 RZ228	2002 RZ228	MB-O	A	C	C		3.13	T		16.25	G	0.500	A		0.057		12.262				0.67	2	0		
234886	2002 TL88	2002 TL88	MB-O	A	C	C		3.30	T		16.14	G	0.920	A		0.057		123.721				0.67	2	0		
234934	2002 UG28	2002 UG28	MB-O	A	C	C		3.17	T		16.23	G	0.760	A		0.057		5.96				0.27	2	0		
234938	2002 VC10	2002 VC10	MB-O	A	C	C		4.63	M		15.4	M	0.15	A		0.057		2.657				0.23	2	0		
235086	2003 HW11	2003 HW11	NEA	A	S	C		1.03	M		17.3	M	0.15	A		0.20		6.385				0.80	3-	0		
235132	2003 QP57	2003 QP57	MB-I	A	S	C		1.35	T		16.71	G	0.200	A		0.20		4.780			0.45	0.50	2	0		
235222	2003 SU237	2003 SU237	MB-M	A	SC	C		2.78	M		15.9	M	0.15	A		0.10		3.62				0.26	2	0		
235263	2003 SN428	2003 SN428	MB-M	A	S	C		2.31	M		16.3	M	0.15	A		0.10		5.67			0.65	0.97	2+	0		
235313	2003 UJ134	2003 UJ134	MB-O	A	C	C		3.35	M		16.1	M	0.15	A		0.057		5.956			0.52	0.54	2	0		
235323	2003 UU181	2003 UU181	MB-O	A	C	C		2.03	T		17.19	L	0.15	A		0.057		4.92				0.77	2	0		
235421	2003 YW37	2003 YW37	MB-O	A	C	C		4.20	T		15.61	G	1.000	A		0.057		5.199				0.30	2	0		
235426	2003 YH70	2003 YH70	MB-O	A	C	C		3.72	T		15.88	G	0.000	A		0.057		4.021				0.64	2	0		
235520	2004 CC3	2004 CC3	MB-O	A	C	C		3.73	T		15.87	G	0.200	A		0.057		6.439				0.64	2	0		
235615	2004 PS104	2004 PS104	MB-O	A	C	C		4.03	T		15.7	L	0.15	A		0.057		4.10				0.18	2	0		
235661	2004 RB221	2004 RB221	EUN	A	S	C		1.87	T		15.96	G	0.465	A		0.21		5.16			0.56	0.64	2	0		
235714	2004 TD112	2004 TD112	MB-O	A	C	C		3.79	T		15.83	G	0.000	A		0.057		18.648				0.65	2	0		
235756	2004 VC	2004 VC	NEA	L	S	C		0.541	M		18.7	M	0.15	A		0.20		7.18				0.12	2+	0		
235773	2004 VD24	2004 VD24	MB-I	A	S	C		1.50	T		16.48	G	0.490	A		0.20		6.784				0.27	2	0		
235841	2004 YC12	2004 YC12	MB-O	A	C	C		2.34	T		16.88	L	0.15	A		0.057		9.32				0.62	2	0		
235882	2005 CM5	2005 CM5	MB-O	A	C	C		2.21	T		17.0	G	1.000	A		0.057		8.662			0.55	0.58	2	0		
235885	2005 CK10	2005 CK10	EUN	A	S	C		1.65	T		16.23	L	0.15	A		0.21		6.53				0.79	2	0		
235901	2005 CV80	2005 CV80	MB-O	A	C	C		3.94	T		15.75	G	0.585	A		0.057		8.347				0.68	2	0		
235968	2005 EY236	2005 EY236	MB-M	A	SC	C		2.01	M		16.6	M	0.15	A		0.10		4.59				0.73	2	0		
236071	2005 JU102	2005 JU102	MB-O	A	C	C		4.00	T		15.72	L	0.15	A		0.057		7.11				0.57	2	0		
236432	2006 DF132	2006 DF132	MB-M	A	S	C		1.90	T		16.72	L	0.15	A		0.10		3.27				0.46	2	0		
236472	2006 FS14	2006 FS14	MB-M	A	S	C		1.46	T		17.29	L	0.15	A		0.10		6.04				0.54	2	0		
236473	2006 FO18	2006 FO18	MB-M	A	S	C		1.79	T		16.85	L	0.15	A		0.10		12.63				0.73	2	0		
236497	2006 GU20	2006 GU20	MB-M	A	S	C		1.30	T		17.55	G	1.000	A		0.10		16.685				0.65	2	0		
236514	2006 GB48	2006 GB48	MB-M	A	SC	C		1.75	M		16.9	M	0.15	A		0.10		7.74				0.70	2	0		
236665	2006 MJ1	2006 MJ1	MB-O	A	C	C		3.35	M		16.1	M	0.15	A		0.057		8.3				0.40	2+	0		
236672	2006 PK35	2006 PK35	MB-O	A	C	C		3.63	T		15.93	L	0.15	A		0.057		11.85				0.60	2	0		
236781	2007 PG15	2007 PG15	NYSA	A	S	C		1.39	M		16.6	M	0.15	A		0.21		6.479				0.81	2	0		
236789	2007 PY35	2007 PY35	MB-O	A	C	C		3.88	T		15.78	G	1.000	A		0.057		5.280				0.71	2	0		
236796	2007 PC44	2007 PC44	MB-O	A	C	C		4.74	T		15.35	G	0.510	A		0.057		4.328				0.41	2	0		
236851	Chenchikwan	2007 RA139	MB-M	A	SC	C		2.31	M		16.3	M	0.15	A		0.10		12.50				0.73	2	0		
236904	2007 TF55	2007 TF55	MB-O	A	C	C		4.63	M		15.4	M	0.15	A		0.057		4.62				0.73	2	0		
237097	2008 TE45	2008 TE45	MB-O	A	C	C		2.86	T		16.44	G	0.000	A		0.057		4.514				0.62	2	0		
237100	2008 TE73	2008 TE73	EUN	A	S	C		1.62	T		16.26	G	0.290	A		0.21		7.842				0.88	2	0		
237114	2008 TY157	2008 TY157	MB-M	A	S	C		3.19	M		15.6	M	0.15	A		0.10		15.625				0.66	2	0		
237154	2008 UR96	2008 UR96	EUN	A	S	C		2.01	M		15.8	M	0.15	A		0.21		4.552				0.47	2	0		
237181	2008 UX184	2008 UX184	MB-I	A	S	C		0.869	T		17.67	L	0.15	A		0.20		4.44				0.51	2	0		
237192	2008 UA242	2008 UA242	EUN	A	S	C		1.39	M		16.6	M	0.15	A		0.21		4.8				0.48	2	0		
237266	2008 WX96	2008 WX96	MB-O	A	C	C		2.53	T		16.71	L	0.15	A		0.057		3.71				0.54	2	0		
237332	2009 UN87	2009 UN87	TR-J	A	C	C		11.35	T		13.45	G	0.500	A		0.057		6.111				0.44	2	0		
237344	2010 AY23	2010 AY23	FLOR	A	S	C		0.826	T		17.58	G	0.875	A		0.24		5.623				0.27	2	0		
237442	1999 TA10	1999 TA10	NEA	A	S	C		0.601	L		18.47	L	0.24	A		0.20		5.101				0.12	2-	0		
237444	1999 TZ66	1999 TZ66	EUN	A	S	C		1.83	M		16	M	0.15	A		0.21		3.46				0.23	2	0		
237510	2000 RM69	2000 RM69	ERI	A	C	C		2.54	M		16.7	M	0.15	A		0.057		7.521				0.68	2	0		
237709	2001 UN161	2001 UN161	MC	A	S	C		0.993	T		17.38	L	0.15	A		0.20		5.00				0.29	2-	0		
237750	2001 XP246	2001 XP246	MB-O	A	C	C		4.85	M		15.3	M	0.15	A		0.057		3.15				0.24	2	0		
237777	2002 AH114	2002 AH114	MB-I	A	S	C		1.06	T		17.23	L	0.15	A		0.20		10.79				0.87	2	0		
237805	2002 CF26	2002 CF26	NEA	A	S	C		0.984	M		17.4	M	0.15	A		0.20		3.7756				0.99	3	0		
237921	2002 PF173	2002 PF173	MB-O	A	C	C		3.03	T		16.32	G	0.200	A		0.057		3.792			0.40	0.52	2	0		
238063	2003 EG	2003 EG	NEA	A	S	C		1.49	M		16.5	M	0.15	A		0.20		7.23				0.74	3-	0		
238190	2003 SU293	2003 SU293	MB-M	A	S	C		2.39	T		16.23	G	0.000	A		0.10		25.457				0.99	2	0		
238261	2003 WP9	2003 WP9	MB-O	A	C	C		2.94	T		16.39	M	0.15	A		0.057		6.761			0.50	0.61	2	0		
238321	2003 YP140	2003 YP140	EUN	A	S	C		2.53	M		15.3	M	0.15	A		0.21		25.6				0.21	2	0		
238349	2004 BG111	2004 BG111	MB-O	A	C	C		6.69	M		14.6	M	0.15	A		0.057		5.				0.13	2-	0		
238509	2004 TH52	2004 TH52	MB-O	A	C	C		3.09	T		16.28	G	0.075	A		0.057		73.547				0.74	2	0		
238535	2004 TQ334	2004 TQ334	MB-I	A	S	C		0.740	T		18.02	L	0.15	A		0.20		6.53				0.87	2	0		
238543	2004 VK36	2004 VK36	MB-O	A	C	C		2.61	T		16.64	G	0.860	A		0.057		3.846				0.64	2	0		
238563	2004 XN60	2004 XN60	MB-I	A	S	C		1.30	M		16.8	M	0.15	A		0.20		2.37				0.47	2	0		
238584	2004 XR181	2004 XR181	MB-O	A	C	C		2.77	T		16.52	G	0.940	A		0.057		8.085				0.85	2	0		
238636	2005 CF55	2005 CF55	MB-O	A	C	C		1.93	T		17.3	L	0.15	A		0.057		8.73				0.76	2	0		
238650	2005 EV44	2005 EV44	MB-O	A	C	C		2.59	T		16.66	L	0.15	A		0.057		9.06				0.54	2	0		
238850	2005 UL530	2005 UL530	MB-M	A	SC	C		1.96	T		16.66	L	0.15	A		0.10		5.33				1.10	2	0		
238913	2006 AE9	2006 AE9	MB-I	A	S	C		1.49	M		16.5	M	0.15	A		0.20		4.93				0.16	2-	0		
239035	2006 DZ145	2006 DZ145	MB-I	A	S	C		1.22	T		16.94	L	0.15	A		0.20		3.21				0.45	2	0		
239036	2006 DS147	2006 DS147	MB-I	A	S	C		0.962	T		17.45	L	0.15	A		0.20		4.21				0.53	2	0		
239101	2006 HN53	2006 HN53	MB-M	A	S	C		1.25	T		17.63	L	0.15	A		0.10		10.21				0.79	2	0		
239141	2006 JC40	2006 JC40	MB-O	A	C	C		4.03	M		15.7	M	0.15	A		0.057		2.91				0.35	2	0		
239152	2006 KD9	2006 KD9	MB-O	A	C	C		2.51	T		16.73	L	0.15	A		0.057		4.23				0.63	2	0		
239163	2006 KZ30	2006 KZ30	EUN	A	S	C		1.59	M		16.3	M	0.15	A		0.21		14.772				0.32	2	0		
239303	2007 PB43	2007 PB43	MB-O	A	C	C		3.85	M		15.8	M	0.15	A		0.057		292.050				0.92	2	0		
239392	2007 TG20	2007 TG20	MB-O	A	C	C		3.05	T		16.31	L	0.15	A		0.057		5.75				0.55	2	0		
239402	2007 TU41	2007 TU41	MB-I	A	S	C		1.32	T		16.77	G	0.000	A		0.20		7.509				0.55	2	0		
